,StatisticCrimeGroup,StatisticCrimeType,Quarter,Religious level,TikimSum
3415,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2023-Q1,חילונים,8
3416,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2023-Q1,מסורתיים,1
3417,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q1,דתיים,1
3418,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q1,חילונים,19
3419,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q2,חילונים,10
3420,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q3,חילונים,4
3421,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q3,מסורתיים,2
3422,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q4,דתיים,1
3423,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q4,חילונים,12
3424,עבירות מנהליות,עבירות מנהליות אחרות,2018-Q4,מסורתיים,2
3425,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q1,חילונים,6
3426,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q1,מסורתיים,2
3427,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q2,חילונים,7
3428,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q2,מסורתיים,1
3429,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q3,דתיים,1
3430,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q3,חילונים,7
3431,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q3,מסורתיים,1
3432,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q4,דתיים,1
3433,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q4,חילונים,7
3434,עבירות מנהליות,עבירות מנהליות אחרות,2019-Q4,מסורתיים,3
3435,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q1,דתיים,3
3436,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q1,חילונים,8
3437,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q1,חרדים,2
3438,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q2,חילונים,9
3439,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q3,חילונים,22
3440,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q4,חילונים,10
3441,עבירות מנהליות,עבירות מנהליות אחרות,2020-Q4,מסורתיים,1
3442,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q1,דתיים,2
3443,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q1,חילונים,10
3444,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q1,מסורתיים,1
3445,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q2,חילונים,11
3446,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q2,חרדים,1
3447,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q3,דתיים,1
3448,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q3,חילונים,8
3449,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q4,חילונים,13
3450,עבירות מנהליות,עבירות מנהליות אחרות,2021-Q4,מסורתיים,1
3451,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q1,חילונים,10
3452,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q2,חילונים,15
3453,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q2,מסורתיים,1
3454,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q3,חילונים,12
3455,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q3,מסורתיים,1
3456,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q4,חילונים,17
3457,עבירות מנהליות,עבירות מנהליות אחרות,2022-Q4,מסורתיים,1
3458,עבירות מנהליות,עבירות מנהליות אחרות,2023-Q1,דתיים,1
3459,עבירות מנהליות,עבירות מנהליות אחרות,2023-Q1,חילונים,17
3460,עבירות מנהליות,עבירות מנהליות אחרות,2023-Q1,חרדים,1
3461,עבירות מנהליות,עבירות מנהליות אחרות,2023-Q1,מסורתיים,2
3462,עבירות מרמה,זיוף כסף ובולים,2018-Q1,דתיים,3
3463,עבירות מרמה,זיוף כסף ובולים,2018-Q1,חילונים,26
3464,עבירות מרמה,זיוף כסף ובולים,2018-Q1,חרדים,3
3465,עבירות מרמה,זיוף כסף ובולים,2018-Q1,מסורתיים,2
3466,עבירות מרמה,זיוף כסף ובולים,2018-Q2,דתיים,5
3467,עבירות מרמה,זיוף כסף ובולים,2018-Q2,חילונים,32
3468,עבירות מרמה,זיוף כסף ובולים,2018-Q2,חרדים,1
3469,עבירות מרמה,זיוף כסף ובולים,2018-Q2,מסורתיים,4
3470,עבירות מרמה,זיוף כסף ובולים,2018-Q3,דתיים,5
3471,עבירות מרמה,זיוף כסף ובולים,2018-Q3,חילונים,11
3472,עבירות מרמה,זיוף כסף ובולים,2018-Q3,חרדים,2
3473,עבירות מרמה,זיוף כסף ובולים,2018-Q3,מסורתיים,2
3474,עבירות מרמה,זיוף כסף ובולים,2018-Q4,דתיים,5
3475,עבירות מרמה,זיוף כסף ובולים,2018-Q4,חילונים,22
3476,עבירות מרמה,זיוף כסף ובולים,2018-Q4,חרדים,2
3477,עבירות מרמה,זיוף כסף ובולים,2018-Q4,מסורתיים,6
3478,עבירות מרמה,זיוף כסף ובולים,2019-Q1,דתיים,4
3479,עבירות מרמה,זיוף כסף ובולים,2019-Q1,חילונים,33
3480,עבירות מרמה,זיוף כסף ובולים,2019-Q1,חרדים,2
3481,עבירות מרמה,זיוף כסף ובולים,2019-Q1,מסורתיים,6
3482,עבירות מרמה,זיוף כסף ובולים,2019-Q2,דתיים,3
3483,עבירות מרמה,זיוף כסף ובולים,2019-Q2,חילונים,16
3484,עבירות מרמה,זיוף כסף ובולים,2019-Q2,חרדים,1
3485,עבירות מרמה,זיוף כסף ובולים,2019-Q2,מסורתיים,3
3486,עבירות מרמה,זיוף כסף ובולים,2019-Q3,דתיים,6
3487,עבירות מרמה,זיוף כסף ובולים,2019-Q3,חילונים,7
3488,עבירות מרמה,זיוף כסף ובולים,2019-Q3,חרדים,1
3489,עבירות מרמה,זיוף כסף ובולים,2019-Q4,דתיים,3
3490,עבירות מרמה,זיוף כסף ובולים,2019-Q4,חילונים,16
3491,עבירות מרמה,זיוף כסף ובולים,2019-Q4,חרדים,1
3492,עבירות מרמה,זיוף כסף ובולים,2019-Q4,מסורתיים,1
3493,עבירות מרמה,זיוף כסף ובולים,2020-Q1,דתיים,2
3494,עבירות מרמה,זיוף כסף ובולים,2020-Q1,חילונים,12
3495,עבירות מרמה,זיוף כסף ובולים,2020-Q1,מסורתיים,2
3496,עבירות מרמה,זיוף כסף ובולים,2020-Q2,דתיים,4
3497,עבירות מרמה,זיוף כסף ובולים,2020-Q2,חילונים,15
3498,עבירות מרמה,זיוף כסף ובולים,2020-Q2,חרדים,1
3499,עבירות מרמה,זיוף כסף ובולים,2020-Q2,מסורתיים,1
3500,עבירות מרמה,זיוף כסף ובולים,2020-Q3,דתיים,1
3501,עבירות מרמה,זיוף כסף ובולים,2020-Q3,חילונים,12
3502,עבירות מרמה,זיוף כסף ובולים,2020-Q3,חרדים,3
3503,עבירות מרמה,זיוף כסף ובולים,2020-Q3,מסורתיים,1
3504,עבירות מרמה,זיוף כסף ובולים,2020-Q4,דתיים,8
3505,עבירות מרמה,זיוף כסף ובולים,2020-Q4,חילונים,11
3506,עבירות מרמה,זיוף כסף ובולים,2020-Q4,חרדים,2
3507,עבירות מרמה,זיוף כסף ובולים,2021-Q1,דתיים,2
3508,עבירות מרמה,זיוף כסף ובולים,2021-Q1,חילונים,24
3509,עבירות מרמה,זיוף כסף ובולים,2021-Q1,חרדים,3
3510,עבירות מרמה,זיוף כסף ובולים,2021-Q1,מסורתיים,2
3511,עבירות מרמה,זיוף כסף ובולים,2021-Q2,דתיים,3
3512,עבירות מרמה,זיוף כסף ובולים,2021-Q2,חילונים,11
3513,עבירות מרמה,זיוף כסף ובולים,2021-Q2,חרדים,1
3514,עבירות מרמה,זיוף כסף ובולים,2021-Q2,מסורתיים,2
3515,עבירות מרמה,זיוף כסף ובולים,2021-Q3,דתיים,4
3516,עבירות מרמה,זיוף כסף ובולים,2021-Q3,חילונים,18
3517,עבירות מרמה,זיוף כסף ובולים,2021-Q3,חרדים,2
3518,עבירות מרמה,זיוף כסף ובולים,2021-Q3,מסורתיים,5
3519,עבירות מרמה,זיוף כסף ובולים,2021-Q4,דתיים,5
3520,עבירות מרמה,זיוף כסף ובולים,2021-Q4,חילונים,12
3521,עבירות מרמה,זיוף כסף ובולים,2021-Q4,חרדים,3
3522,עבירות מרמה,זיוף כסף ובולים,2021-Q4,מסורתיים,4
3523,עבירות מרמה,זיוף כסף ובולים,2022-Q1,דתיים,4
3524,עבירות מרמה,זיוף כסף ובולים,2022-Q1,חילונים,26
3525,עבירות מרמה,זיוף כסף ובולים,2022-Q1,חרדים,3
3526,עבירות מרמה,זיוף כסף ובולים,2022-Q1,מסורתיים,3
3527,עבירות מרמה,זיוף כסף ובולים,2022-Q2,דתיים,6
3528,עבירות מרמה,זיוף כסף ובולים,2022-Q2,חילונים,12
3529,עבירות מרמה,זיוף כסף ובולים,2022-Q2,חרדים,2
3530,עבירות מרמה,זיוף כסף ובולים,2022-Q2,מסורתיים,1
3531,עבירות מרמה,זיוף כסף ובולים,2022-Q3,דתיים,3
3532,עבירות מרמה,זיוף כסף ובולים,2022-Q3,חילונים,34
3533,עבירות מרמה,זיוף כסף ובולים,2022-Q3,חרדים,1
3534,עבירות מרמה,זיוף כסף ובולים,2022-Q3,מסורתיים,1
3535,עבירות מרמה,זיוף כסף ובולים,2022-Q4,דתיים,3
3536,עבירות מרמה,זיוף כסף ובולים,2022-Q4,חילונים,29
3537,עבירות מרמה,זיוף כסף ובולים,2022-Q4,חרדים,5
3538,עבירות מרמה,זיוף כסף ובולים,2022-Q4,מסורתיים,4
3539,עבירות מרמה,זיוף כסף ובולים,2023-Q1,דתיים,9
3540,עבירות מרמה,זיוף כסף ובולים,2023-Q1,חילונים,20
3541,עבירות מרמה,זיוף כסף ובולים,2023-Q1,חרדים,2
3542,עבירות מרמה,זיוף כסף ובולים,2023-Q1,מסורתיים,5
3543,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q1,דתיים,166
3544,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q1,חילונים,620
3545,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q1,חרדים,32
3546,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q1,מסורתיים,69
3547,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q2,דתיים,177
3548,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q2,חילונים,708
3549,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q2,חרדים,36
3550,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q2,מסורתיים,60
3551,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q3,דתיים,127
3552,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q3,חילונים,519
3553,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q3,חרדים,29
3554,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q3,מסורתיים,47
3555,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q4,דתיים,142
3556,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q4,חילונים,680
3557,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q4,חרדים,47
3558,עבירות מרמה,זיוף מסמכים והפצתם,2018-Q4,מסורתיים,62
3559,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q1,דתיים,143
3560,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q1,חילונים,642
3561,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q1,חרדים,40
3562,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q1,מסורתיים,66
3563,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q2,דתיים,138
3564,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q2,חילונים,632
3565,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q2,חרדים,31
3566,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q2,מסורתיים,46
3567,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q3,דתיים,128
3568,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q3,חילונים,581
3569,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q3,חרדים,33
3570,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q3,מסורתיים,76
3571,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q4,דתיים,118
3572,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q4,חילונים,538
3573,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q4,חרדים,23
3574,עבירות מרמה,זיוף מסמכים והפצתם,2019-Q4,מסורתיים,45
3575,עבירות מרמה,זיוף מסמכים והפצתם,2020-Q1,דתיים,123
3576,עבירות מרמה,זיוף מסמכים והפצתם,2020-Q1,חילונים,528
3577,עבירות מרמה,זיוף מסמכים והפצתם,2020-Q1,חרדים,30
3578,עבירות מרמה,זיוף מסמכים והפצתם,2020-Q1,מסורתיים,61
3579,עבירות מרמה,זיוף מסמכים והפצתם,2020-Q2,דתיים,86
3580,עבירות מרמה,זיוף מסמכים והפצתם,2020-Q2,חילונים,402
